BLH_ID,type,family,common_name,genus,organism,primer,BC,Barcode,OTU ,Sequences,blh_mix_count,time_period,Year,Date,region,region_original,site_name,host_plant,BCTV,CPt,S_citri,
P34,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1110,bc1143,NA,28,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,1,0,
P34,Nightshade,Solanaceae,Wild Potato,Solanum,Solanum acaule,trnF,bc1110,bc1143,NA,8,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,1,0,
P34,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,bc1152,bc1189,NA,660,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,1,0,
P34,Nightshade,Solanaceae,Wild tomato,Solanum,Solanum pennellii,trnF,bc1110,bc1143,NA,473,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,1,0,
P34,Grass,Poaceae,Great millet,Sorghum,Sorghum bicolor,trnF,bc1110,bc1143,NA,3,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,1,0,
P35,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1143,bc1176,NA,334,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1153,bc1189,NA,481,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Pigweed,Amaranthaceae,Green pigweed,Amaranthus,Amaranthus viridis,trnF,bc1143,bc1176,NA,156,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1153,bc1189,NA,36,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,bc1143,bc1176,NA,4,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,bc1153,bc1189,NA,6,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,bc1143,bc1176,NA,19,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1143,bc1176,NA,54,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P35,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1143,bc1176,NA,2,1, July,2019,43651,Mattawa,Mattawa,WSU,Pigweed,0,0,0,
P36,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1154,bc1158,NA,3,1, July,2019,43656,Mattawa,Mattawa,RDJ,Kochia,1,1,0,
P36,Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,trnF,bc1107,bc1109,NA,48,1, July,2019,43656,Mattawa,Mattawa,RDJ,Kochia,1,1,0,
P36,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,bc1154,bc1158,NA,133,1, July,2019,43656,Mattawa,Mattawa,RDJ,Kochia,1,1,0,
P36,Tree,Salicaceae,Willow,Salix,Salix matsudana,trnF,bc1107,bc1109,NA,3,1, July,2019,43656,Mattawa,Mattawa,RDJ,Kochia,1,1,0,
P36,Tree,Salicaceae,Willow,Salix,Salix myrsinifolia,ITS,bc1154,bc1158,NA,67,1, July,2019,43656,Mattawa,Mattawa,RDJ,Kochia,1,1,0,
P36,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1107,bc1109,NA,3,1, July,2019,43656,Mattawa,Mattawa,RDJ,Kochia,1,1,0,
P37,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1143,bc1177,NA,2,1, July,2019,43657,Paterson,Paterson,107,Potato,0,0,0,
P37,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1158,bc1189,NA,3,1, July,2019,43657,Paterson,Paterson,107,Potato,0,0,0,
P37,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,bc1143,bc1177,NA,10,1, July,2019,43657,Paterson,Paterson,107,Potato,0,0,0,
P37,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,bc1158,bc1189,NA,18,1, July,2019,43657,Paterson,Paterson,107,Potato,0,0,0,
P37,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,bc1143,bc1177,NA,42,1, July,2019,43657,Paterson,Paterson,107,Potato,0,0,0,
P37,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1143,bc1177,NA,12,1, July,2019,43657,Paterson,Paterson,107,Potato,0,0,0,
P38,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1107,bc1120,NA,15,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1154,bc1157,NA,3,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,trnF,bc1107,bc1120,NA,7,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,bc1154,bc1157,NA,2,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1154,bc1157,NA,7,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,bc1107,bc1120,NA,3,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1107,bc1120,NA,25,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,trnF,bc1107,bc1120,NA,2,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P38,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1154,bc1157,NA,2,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P39,Weed,Asteraceae,Horseweed,Erigeron,Erigeron canadensis,trnF,bc1107,bc1115,NA,17,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,0,0,
P39,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1154,bc1156,NA,26,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,0,0,
P39,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,bc1107,bc1115,NA,7,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,0,0,
P39,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1107,bc1115,NA,63,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,0,0,
P39,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1107,bc1115,NA,11,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,0,0,
P40,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1107,bc1114,NA,2,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P40,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,trnF,bc1107,bc1114,NA,3,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1135,bc1154,NA,3,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Weed,Asteraceae,Tumble knapweed,Centaurea,Centaurea diffusa,ITS,bc1135,bc1154,NA,2,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Weed,Asteraceae,Spotted knapweed,Centaurea,Centaurea maculosa,trnF,bc1107,bc1113,NA,9,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Weed,Asteraceae,Fleabane,Erigeron,Erigeron strigosus,ITS,bc1135,bc1154,NA,2,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1135,bc1154,NA,149,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Weed,Polygonaceae,Knotweed,Polygonum,Polygonum aviculare,trnF,bc1107,bc1113,NA,7,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,bc1135,bc1154,NA,3,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P41,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1107,bc1113,NA,222,1, July,2019,43657,Paterson,Paterson,107,Russian thistle,0,1,0,
P42,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1107,bc1112,NA,53,1, July,2019,43657,Paterson,Paterson,475,Russian thistle,0,1,0,
P42,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1148,bc1154 ,NA,7,1, July,2019,43657,Paterson,Paterson,475,Russian thistle,0,1,0,
P42,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1107,bc1112,NA,190,1, July,2019,43657,Paterson,Paterson,475,Russian thistle,0,1,0,
P42,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1107,bc1112,NA,36,1, July,2019,43657,Paterson,Paterson,475,Russian thistle,0,1,0,
P43,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1157,bc1189,NA,18,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P43,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,bc1157,bc1189,NA,4,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P43,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1143,bc1178,NA,671,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1113,bc1144,NA,6,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1156,bc1189,NA,5,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,bc1113,bc1144,NA,46,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,bc1156,bc1189,NA,41,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1156,bc1189,NA,7,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1113,bc1144,NA,20,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1156,bc1189,NA,18,1, July,2019,43657,Paterson,Paterson,475,Potato,0,0,0,
P44,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1113,bc1144,NA,119,1, July,2019,43657,Paterson,Paterson,529,Potato,0,0,0,
P45,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1133,bc1154,NA,62,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P45,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,bc1133,bc1154,NA,19,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P45,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,bc1133,bc1154,NA,32,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P45,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,bc1107,bc1111,NA,17,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P45,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1107,bc1111,NA,82,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P45,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1133,bc1154,NA,15,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P45,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1107,bc1111,NA,23,1, July,2019,43657,Paterson,Paterson,529,Russian thistle,0,1,0,
P46,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1134,bc1154,NA,6,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,bc1100,bc1107,NA,30,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,bc1134,bc1154,NA,57,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1134,bc1154,NA,194,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,bc1134,bc1154,NA,8,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1100,bc1107,NA,153,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1134,bc1154,NA,3,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1100,bc1107,NA,5,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P46,Weed,Asteraceae,Sow thistle,Sonchus,Sonchus oleraceus,ITS,bc1134,bc1154,NA,4,1, July,2019,43658,Pasco,Pasco,WSU,Kochia,0,1,0,
P47,Tree,Oleaceae,Ash,Fraxinus,Fraxinus hupehensis,trnF,bc1114,bc1144,NA,9,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P47,Crop,Asteraceae,Sunflower,Helianthus,Helianthus annuus,trnF,bc1114,bc1144,NA,4,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P47,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,trnF,bc1114,bc1144,NA,5,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P47,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1114,bc1144,NA,5,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P47,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,bc1159,bc1189,NA,84,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P47,Nightshade,Solanaceae,Wild tomato,Solanum,Solanum pennellii,trnF,bc1114,bc1144,NA,389,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P47,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1114,bc1144,NA,45,1, July,2019,43658,Pasco,Pasco,WSU,Potato,0,0,0,
P48,Tree,Pinaceae,White Pine,Abies,Abies concolor,trnF,bc1115,bc1144,NA,3,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1115,bc1144,NA,52,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1135,bc1189,NA,49,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Pigweed,Amaranthaceae,Green pigweed,Amaranthus,Amaranthus viridis,trnF,bc1115,bc1144,NA,94,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,bc1115,bc1144,NA,21,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1115,bc1144,NA,34,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Nightshade,Solanaceae,White flower nightshade,Solanum,Solanum physalifolium,trnF,bc1115,bc1144,NA,6,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1135,bc1189,NA,2,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P48,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1115,bc1144,NA,100,1, July,2019,43664,Paterson,Paterson,529,Pigweed,0,1,0,
P49,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1148,bc1189,NA,28,1, July,2019,43665,Pasco,Pasco,WSU,Pigweed,0,0,0,
P49,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,bc1109,bc1144,NA,754,1, July,2019,43665,Pasco,Pasco,WSU,Pigweed,0,0,0,
P50,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1133,bc1189,NA,5,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,bc1110,bc1144,NA,28,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,bc1133,bc1189,NA,32,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,bc1133,bc1189,NA,8,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Crop,Asteraceae,Lettuce,Lactuca,Lactuca sativa,trnF,bc1110,bc1144,NA,18,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Crop,Brassicaceae,Radish,Raphanus,Raphanus sativus,ITS,bc1133,bc1189,NA,5,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1110,bc1144,NA,33,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Nightshade,Solanaceae,Bittersweet nightshade,Solanum,Solanum dulcamara,trnF,bc1110,bc1144,NA,2,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum/americanum,ITS,bc1133,bc1189,NA,2,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1110,bc1144,NA,23,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P50,Tree,Ulmaceae,Bergman elm,Ulmus,Ulmus bergmanniana,trnF,bc1110,bc1144,NA,90,1, July,2019,43677,Mattawa,Mattawa,RDR,Pigweed,0,0,1,
P51,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,bc1098,bc1107,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,bc1123,bc1154,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,bc1123,bc1154,NA,3,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,bc1098,bc1107,NA,4,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,bc1123,bc1154,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Crop,Asteraceae,Sunflower,Helianthus,Helianthus annuus,ITS,bc1123,bc1154,NA,119,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1123,bc1154,NA,34,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Tree,Anacardiaceae,Cashew,Pistacia,Pistacia weinmaniifolia,ITS,bc1123,bc1154,NA,10,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Tree,Rosaceae,Cherry,Prunus,Prunus avium,ITS,bc1123,bc1154,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1098,bc1107,NA,11,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P51,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,trnF,bc1098,bc1107,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1124,bc1154,NA,39,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,bc1097,bc1107,NA,3,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,bc1124,bc1154,NA,41,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,bc1124,bc1154,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Tree,Juglandaceae,English walnut,Juglans,Juglans regia,ITS,bc1124,bc1154,NA,3,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Russian thistle,Amaranthaceae,Prickly Russian thistle,Kali,Kali turgidum,ITS,bc1124,bc1154,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Grass,Poaceae,Ryegrass,Lolium,Lolium rigidum,ITS,bc1124,bc1154,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Crop,Lamiaceae,Mint,Mentha,Mentha x,ITS,bc1124,bc1154,NA,14,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,trnF,bc1097,bc1107,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,trnF,bc1097,bc1107,NA,3,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P52,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1124,bc1154,NA,8,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,ITS,bc1169,bc1178,NA,72,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,bc1150,bc1173,NA,58,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,bc1150,bc1173,NA,3,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,bc1150,bc1173,NA,9,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Tree,Rutaceae,Bitter orange,Citrus,Citrus aurantium,ITS,bc1169,bc1178,NA,5,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Weed,Convolvulaceae,Morning Glory,Ipomoea,Ipomoea marabensis,ITS,bc1150,bc1173,NA,7,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Russian thistle,Amaranthaceae,Russian thistle,Salsola,Salsola komarovii,ITS,bc1169,bc1178,NA,34,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,bc1150,bc1173,NA,11,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Nightshade,Solanaceae,Tansyleaf nightshade,Solanum,Solanum pinnatisectum,ITS,bc1150,bc1173,NA,4,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,bc1169,bc1178,NA,6,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P53,Weed,Zygophyllaceae,Goathead,Tribulus,Tribulus terrestris,ITS,bc1150,bc1173,NA,12,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P54,Pigweed,Amaranthaceae,Purple pigweed,Amaranthus,Amaranthus blitum,trnF,bc1169,bc1177,NA,13,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P54,Pigweed,Amaranthaceae,Smooth pigweed,Amaranthus,Amaranthus hybridus,ITS,bc1146,bc1173,NA,8,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P54,Kochia,Amaranthaceae,Fireweed kochia,Bassia,Bassia littorea,trnF,bc1169,bc1177,NA,8,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P54,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,bc1146,bc1173,NA,123,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P54,Mustard,Brassicaceae,Wild cabbage,Brassica,Brassica oleracea,ITS,bc1146,bc1173,NA,54,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
P54,Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,trnF,bc1169,bc1177,NA,2,1, August,2019,43678,Paterson,Paterson,475,Kochia,0,0,0,
